schemaVersion,sessionId,participantId,experimentMode,protocolId,configHash,trainingCondition,trainingConditions,phase,conditionId,conditionOrder,sequenceId,sequenceIndexInCondition,trialInSequence,trialInCondition,trialInPhase,countedTotal,priorSameConditionFirstClicks,priorAllConditionFirstClicks,plannedTrialId,attemptId,attemptIndex,segmentId,amplitudeMm,widthMm,nominalId,amplitudeCssPx,widthCssPx,layoutDiameterCssPx,calibrationId,geometryRevision,fromTargetIndex,toTargetIndex,fromCenterX,fromCenterY,toCenterX,toCenterY,startClickX,startClickY,startAtMonotonicMs,firstClickX,firstClickY,firstClickAtMonotonicMs,mtFirstMs,firstHit,countedAsTrial,correctionClickCount,completionX,completionY,mtCompletionMs,correctionDurationMs,completionStatus,interruptionReason,interruptedAtIso,startedAtIso,firstClickAtIso,completedAtIso,recoveredAtIso,trajectorySampleCount,targetPaintAtMonotonicMs
1.2.0,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d,001,main,pointing-single-208-post104-continuous-v3,539807cd564d571194824c9e9a5986a9c009b1b63ed371ea94a24f47d2ef96d9,C3,"[""C3""]",training,C3,1,s1,1,11,11,11,11,10,10,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s1:t11,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s1:t11:a1,1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:segment1,180,20,3.321928094887362,878.0487804878048,97.5609756097561,884.4977650527946,0335b2c8-8084-4c33-9a3c-1e849357e589,1,8,1,1146.7347454150745,1141.0280419376672,1645.5233035204794,418.4080621286029,1121,1156,94159.70000004768,1668,400,94691.90000009537,532.2000000476837,true,true,0,1668,400,532.2000000476837,0,completed,,,2026-09-24T08:54:28.151Z,2026-09-24T08:54:28.683Z,2026-09-24T08:54:28.683Z,,31,94166.7
1.2.0,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d,001,main,pointing-single-208-post104-continuous-v3,539807cd564d571194824c9e9a5986a9c009b1b63ed371ea94a24f47d2ef96d9,C3,"[""C3""]",training,C3,1,s1,1,12,12,12,12,11,11,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s1:t12,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s1:t12:a1,1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:segment1,180,20,3.321928094887362,878.0487804878048,97.5609756097561,884.4977650527946,0335b2c8-8084-4c33-9a3c-1e849357e589,1,1,7,1645.5233035204794,418.4080621286029,1334.1629148977652,1239.3979337548208,1668,400,94691.90000009537,1319,1239,95242,550.0999999046326,true,true,0,1319,1239,550.0999999046326,0,completed,,,2026-09-24T08:54:28.683Z,2026-09-24T08:54:29.233Z,2026-09-24T08:54:29.233Z,,29,94700
1.2.0,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d,001,main,pointing-single-208-post104-continuous-v3,539807cd564d571194824c9e9a5986a9c009b1b63ed371ea94a24f47d2ef96d9,C3,"[""C3""]",training,C3,1,s1,1,13,13,13,13,12,12,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s1:t13,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s1:t13:a1,1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:segment1,180,20,3.321928094887362,878.0487804878048,97.5609756097561,884.4977650527946,0335b2c8-8084-4c33-9a3c-1e849357e589,1,7,0,1334.1629148977652,1239.3979337548208,1440,367.7511174736027,1319,1239,95242,1471,365,95908.40000009537,666.4000000953674,true,true,0,1471,365,666.4000000953674,0,completed,,,2026-09-24T08:54:29.233Z,2026-09-24T08:54:29.900Z,2026-09-24T08:54:29.900Z,,28,95249.9
1.2.0,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d,001,main,pointing-single-208-post104-continuous-v3,539807cd564d571194824c9e9a5986a9c009b1b63ed371ea94a24f47d2ef96d9,C3,"[""C3""]",training,C3,1,s2,2,1,14,14,14,13,13,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t1:a1,1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:segment1,180,20,3.321928094887362,878.0487804878048,97.5609756097561,884.4977650527946,0335b2c8-8084-4c33-9a3c-1e849357e589,1,0,6,1440,367.7511174736027,1545.8370851022348,1239.3979337548208,1471,365,95908.40000009537,1550,1184,96424.90000009537,516.5,false,true,1,1575,1240,1200.4000000953674,683.9000000953674,completed,,,2026-09-24T08:54:29.900Z,2026-09-24T08:54:30.416Z,2026-09-24T08:54:31.100Z,,54,95899.9
1.2.0,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d,001,main,pointing-single-208-post104-continuous-v3,539807cd564d571194824c9e9a5986a9c009b1b63ed371ea94a24f47d2ef96d9,C3,"[""C3""]",training,C3,1,s2,2,2,15,15,15,14,14,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t2,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t2:a1,1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:segment1,180,20,3.321928094887362,878.0487804878048,97.5609756097561,884.4977650527946,0335b2c8-8084-4c33-9a3c-1e849357e589,1,6,12,1545.8370851022348,1239.3979337548208,1234.4766964795208,418.40806212860286,1575,1240,97108.80000019073,1240,422,97608.5,499.69999980926514,true,true,0,1240,422,499.69999980926514,0,completed,,,2026-09-24T08:54:31.100Z,2026-09-24T08:54:31.600Z,2026-09-24T08:54:31.600Z,,27,97100.026
1.2.0,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d,001,main,pointing-single-208-post104-continuous-v3,539807cd564d571194824c9e9a5986a9c009b1b63ed371ea94a24f47d2ef96d9,C3,"[""C3""]",training,C3,1,s2,2,3,16,16,16,15,15,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t3,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t3:a1,1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:segment1,180,20,3.321928094887362,878.0487804878048,97.5609756097561,884.4977650527946,0335b2c8-8084-4c33-9a3c-1e849357e589,1,12,5,1234.4766964795208,418.40806212860286,1733.2652545849257,1141.0280419376672,1240,422,97608.5,1732,1162,98125,516.5,true,true,0,1732,1162,516.5,0,completed,,,2026-09-24T08:54:31.600Z,2026-09-24T08:54:32.116Z,2026-09-24T08:54:32.116Z,,26,97600
1.2.0,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d,001,main,pointing-single-208-post104-continuous-v3,539807cd564d571194824c9e9a5986a9c009b1b63ed371ea94a24f47d2ef96d9,C3,"[""C3""]",training,C3,1,s2,2,4,17,17,17,16,16,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t4,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t4:a1,1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:segment1,180,20,3.321928094887362,878.0487804878048,97.5609756097561,884.4977650527946,0335b2c8-8084-4c33-9a3c-1e849357e589,1,5,11,1733.2652545849257,1141.0280419376672,1076.0363049712757,558.7740005555058,1732,1162,98125,1069,587,98725.20000004768,600.2000000476837,true,true,0,1069,587,600.2000000476837,0,completed,,,2026-09-24T08:54:32.116Z,2026-09-24T08:54:32.717Z,2026-09-24T08:54:32.717Z,,32,98116.632
1.2.0,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d,001,main,pointing-single-208-post104-continuous-v3,539807cd564d571194824c9e9a5986a9c009b1b63ed371ea94a24f47d2ef96d9,C3,"[""C3""]",training,C3,1,s2,2,5,18,18,18,17,17,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t5,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t5:a1,1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:segment1,180,20,3.321928094887362,878.0487804878048,97.5609756097561,884.4977650527946,0335b2c8-8084-4c33-9a3c-1e849357e589,1,11,4,1076.0363049712757,558.7740005555058,1853.5098884716554,966.8236150329607,1069,587,98725.20000004768,1827,945,99275,549.7999999523163,true,true,0,1827,945,549.7999999523163,0,completed,,,2026-09-24T08:54:32.717Z,2026-09-24T08:54:33.266Z,2026-09-24T08:54:33.266Z,,23,98733.3
1.2.0,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d,001,main,pointing-single-208-post104-continuous-v3,539807cd564d571194824c9e9a5986a9c009b1b63ed371ea94a24f47d2ef96d9,C3,"[""C3""]",training,C3,1,s2,2,6,19,19,19,18,18,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t6,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t6:a1,1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:segment1,180,20,3.321928094887362,878.0487804878048,97.5609756097561,884.4977650527946,0335b2c8-8084-4c33-9a3c-1e849357e589,1,4,10,1853.5098884716554,966.8236150329607,1000.9756097560976,756.6927878536417,1827,945,99275,1039,774,99758.70000004768,483.7000000476837,true,true,0,1039,774,483.7000000476837,0,completed,,,2026-09-24T08:54:33.266Z,2026-09-24T08:54:33.750Z,2026-09-24T08:54:33.750Z,,27,99266.7
1.2.0,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d,001,main,pointing-single-208-post104-continuous-v3,539807cd564d571194824c9e9a5986a9c009b1b63ed371ea94a24f47d2ef96d9,C3,"[""C3""]",training,C3,1,s2,2,7,20,20,20,19,19,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t7,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t7:a1,1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:segment1,180,20,3.321928094887362,878.0487804878048,97.5609756097561,884.4977650527946,0335b2c8-8084-4c33-9a3c-1e849357e589,1,10,3,1000.9756097560976,756.6927878536417,1879.0243902439024,756.6927878536418,1039,774,99758.70000004768,1853,779,100241.90000009537,483.2000000476837,true,true,0,1853,779,483.2000000476837,0,completed,,,2026-09-24T08:54:33.750Z,2026-09-24T08:54:34.233Z,2026-09-24T08:54:34.233Z,,22,99750.032
1.2.0,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d,001,main,pointing-single-208-post104-continuous-v3,539807cd564d571194824c9e9a5986a9c009b1b63ed371ea94a24f47d2ef96d9,C3,"[""C3""]",training,C3,1,s2,2,8,21,21,21,20,20,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t8,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t8:a1,1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:segment1,180,20,3.321928094887362,878.0487804878048,97.5609756097561,884.4977650527946,0335b2c8-8084-4c33-9a3c-1e849357e589,1,3,9,1879.0243902439024,756.6927878536418,1026.4901115283446,966.8236150329608,1853,779,100241.90000009537,1013,1009,100708.5,466.59999990463257,true,true,0,1013,1009,466.59999990463257,0,completed,,,2026-09-24T08:54:34.233Z,2026-09-24T08:54:34.700Z,2026-09-24T08:54:34.700Z,,24,100233.358
1.2.0,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d,001,main,pointing-single-208-post104-continuous-v3,539807cd564d571194824c9e9a5986a9c009b1b63ed371ea94a24f47d2ef96d9,C3,"[""C3""]",training,C3,1,s2,2,9,22,22,22,21,21,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t9,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t9:a1,1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:segment1,180,20,3.321928094887362,878.0487804878048,97.5609756097561,884.4977650527946,0335b2c8-8084-4c33-9a3c-1e849357e589,1,9,2,1026.4901115283446,966.8236150329608,1803.963695028724,558.7740005555054,1013,1009,100708.5,1760,537,101225.10000014305,516.6000001430511,false,true,1,1777,543,1583.1000001430511,1066.5,completed,,,2026-09-24T08:54:34.700Z,2026-09-24T08:54:35.216Z,2026-09-24T08:54:36.283Z,,75,100716.6
1.2.0,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d,001,main,pointing-single-208-post104-continuous-v3,539807cd564d571194824c9e9a5986a9c009b1b63ed371ea94a24f47d2ef96d9,C3,"[""C3""]",training,C3,1,s2,2,10,23,23,23,22,22,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t10,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t10:a1,1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:segment1,180,20,3.321928094887362,878.0487804878048,97.5609756097561,884.4977650527946,0335b2c8-8084-4c33-9a3c-1e849357e589,1,2,8,1803.963695028724,558.7740005555054,1146.7347454150745,1141.0280419376672,1777,543,102291.60000014305,1159,1122,102842,550.3999998569489,true,true,0,1159,1122,550.3999998569489,0,completed,,,2026-09-24T08:54:36.283Z,2026-09-24T08:54:36.833Z,2026-09-24T08:54:36.833Z,,31,102299.994
1.2.0,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d,001,main,pointing-single-208-post104-continuous-v3,539807cd564d571194824c9e9a5986a9c009b1b63ed371ea94a24f47d2ef96d9,C3,"[""C3""]",training,C3,1,s2,2,11,24,24,24,23,23,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t11,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t11:a1,1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:segment1,180,20,3.321928094887362,878.0487804878048,97.5609756097561,884.4977650527946,0335b2c8-8084-4c33-9a3c-1e849357e589,1,8,1,1146.7347454150745,1141.0280419376672,1645.5233035204794,418.4080621286029,1159,1122,102842,1679,365,103308.40000009537,466.40000009536743,false,true,1,1659,394,700.1000001430511,233.70000004768372,completed,,,2026-09-24T08:54:36.833Z,2026-09-24T08:54:37.300Z,2026-09-24T08:54:37.533Z,,34,102849.996
1.2.0,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d,001,main,pointing-single-208-post104-continuous-v3,539807cd564d571194824c9e9a5986a9c009b1b63ed371ea94a24f47d2ef96d9,C3,"[""C3""]",training,C3,1,s2,2,12,25,25,25,24,24,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t12,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t12:a1,1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:segment1,180,20,3.321928094887362,878.0487804878048,97.5609756097561,884.4977650527946,0335b2c8-8084-4c33-9a3c-1e849357e589,1,1,7,1645.5233035204794,418.4080621286029,1334.1629148977652,1239.3979337548208,1659,394,103542.10000014305,1370,1232,104091.90000009537,549.7999999523163,true,true,0,1370,1232,549.7999999523163,0,completed,,,2026-09-24T08:54:37.533Z,2026-09-24T08:54:38.083Z,2026-09-24T08:54:38.083Z,,28,103550
1.2.0,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d,001,main,pointing-single-208-post104-continuous-v3,539807cd564d571194824c9e9a5986a9c009b1b63ed371ea94a24f47d2ef96d9,C3,"[""C3""]",training,C3,1,s2,2,13,26,26,26,25,25,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t13,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s2:t13:a1,1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:segment1,180,20,3.321928094887362,878.0487804878048,97.5609756097561,884.4977650527946,0335b2c8-8084-4c33-9a3c-1e849357e589,1,7,0,1334.1629148977652,1239.3979337548208,1440,367.7511174736027,1370,1232,104091.90000009537,1414,371,104791.90000009537,700,true,true,0,1414,371,700,0,completed,,,2026-09-24T08:54:38.083Z,2026-09-24T08:54:38.783Z,2026-09-24T08:54:38.783Z,,38,104099.9
1.2.0,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d,001,main,pointing-single-208-post104-continuous-v3,539807cd564d571194824c9e9a5986a9c009b1b63ed371ea94a24f47d2ef96d9,C3,"[""C3""]",training,C3,1,s3,3,1,27,27,27,26,26,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s3:t1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s3:t1:a1,1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:segment1,180,20,3.321928094887362,878.0487804878048,97.5609756097561,884.4977650527946,0335b2c8-8084-4c33-9a3c-1e849357e589,1,0,6,1440,367.7511174736027,1545.8370851022348,1239.3979337548208,1414,371,104791.90000009537,1551,1230,105358.20000004768,566.2999999523163,true,true,0,1551,1230,566.2999999523163,0,completed,,,2026-09-24T08:54:38.783Z,2026-09-24T08:54:39.349Z,2026-09-24T08:54:39.349Z,,30,104799.966
1.2.0,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d,001,main,pointing-single-208-post104-continuous-v3,539807cd564d571194824c9e9a5986a9c009b1b63ed371ea94a24f47d2ef96d9,C3,"[""C3""]",training,C3,1,s3,3,2,28,28,28,27,27,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s3:t2,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:s3:t2:a1,1,29e40d9d-fcba-4886-8a14-dd6d3c6b3f5d:segment1,180,20,3.321928094887362,878.0487804878048,97.5609756097561,884.4977650527946,0335b2c8-8084-4c33-9a3c-1e849357e589,1,6,12,1545.8370851022348,1239.3979337548208,1234.4766964795208,418.40806212860286,1551,1230,105358.20000004768,1247,390,105958.70000004768,600.5,true,true,0,1247,390,600.5,0,completed,,,2026-09-24T08:54:39.349Z,2026-09-24T08:54:39.950Z,2026-09-24T08:54:39.950Z,,26,105366.66
