schemaVersion,sessionId,participantId,experimentMode,protocolId,configHash,trainingCondition,trainingConditions,phase,conditionId,conditionOrder,sequenceId,sequenceIndexInCondition,trialInSequence,trialInCondition,trialInPhase,countedTotal,priorSameConditionFirstClicks,priorAllConditionFirstClicks,plannedTrialId,attemptId,attemptIndex,segmentId,amplitudeMm,widthMm,nominalId,amplitudeCssPx,widthCssPx,layoutDiameterCssPx,calibrationId,geometryRevision,fromTargetIndex,toTargetIndex,fromCenterX,fromCenterY,toCenterX,toCenterY,startClickX,startClickY,startAtMonotonicMs,firstClickX,firstClickY,firstClickAtMonotonicMs,mtFirstMs,firstHit,countedAsTrial,correctionClickCount,completionX,completionY,mtCompletionMs,correctionDurationMs,completionStatus,interruptionReason,interruptedAtIso,startedAtIso,firstClickAtIso,completedAtIso,recoveredAtIso,trajectorySampleCount,targetPaintAtMonotonicMs
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s1,1,11,11,11,11,10,10,6cafcd86-5c31-46a7-83e8-471788f2c459:s1:t11,6cafcd86-5c31-46a7-83e8-471788f2c459:s1:t11:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,8,1,854.5274084387548,659.0539449074066,1033.9162758275409,399.1643030462519,856,667,46204.10000002384,1054,393,46642.10000002384,438,false,true,1,1041,412,680.1999999284744,242.19999992847443,completed,,,2026-09-26T08:05:12.247Z,2026-09-26T08:05:12.685Z,2026-09-26T08:05:12.927Z,,363,46203.7
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s1,1,12,12,12,12,11,11,6cafcd86-5c31-46a7-83e8-471788f2c459:s1:t12,6cafcd86-5c31-46a7-83e8-471788f2c459:s1:t12:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,1,7,1033.9162758275409,399.1643030462519,921.9357851825296,694.4325902100671,1041,412,46884.299999952316,913,691,47421.10000002384,536.8000000715256,true,true,0,913,691,536.8000000715256,0,completed,,,2026-09-26T08:05:12.927Z,2026-09-26T08:05:13.464Z,2026-09-26T08:05:13.464Z,,371,46882.5
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s1,1,13,13,13,13,12,12,6cafcd86-5c31-46a7-83e8-471788f2c459:s1:t13,6cafcd86-5c31-46a7-83e8-471788f2c459:s1:t13:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,7,0,921.9357851825296,694.4325902100671,960,380.9455773369974,913,691,47421.10000002384,965,365,47964.699999928474,543.5999999046326,true,true,0,965,365,543.5999999046326,0,completed,,,2026-09-26T08:05:13.464Z,2026-09-26T08:05:14.007Z,2026-09-26T08:05:14.007Z,,355,47415.8
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s2,2,1,14,14,14,13,13,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t1,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t1:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,0,6,960,380.9455773369974,998.0642148174704,694.4325902100671,965,365,47964.699999928474,995,690,48503.60000002384,538.9000000953674,true,true,0,995,690,538.9000000953674,0,completed,,,2026-09-26T08:05:14.007Z,2026-09-26T08:05:14.546Z,2026-09-26T08:05:14.546Z,,335,47961.2
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s2,2,2,15,15,15,14,14,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t2,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t2:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,6,12,998.0642148174704,694.4325902100671,886.0837241724593,399.1643030462519,995,690,48503.60000002384,892,407,49002.10000002384,498.5,true,true,0,892,407,498.5,0,completed,,,2026-09-26T08:05:14.546Z,2026-09-26T08:05:15.045Z,2026-09-26T08:05:15.045Z,,322,48500.6
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s2,2,3,16,16,16,15,15,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t3,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t3:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,12,5,886.0837241724593,399.1643030462519,1065.4725915612453,659.0539449074066,892,407,49002.10000002384,1076,674,49512.5,510.39999997615814,false,true,1,1063,656,1514.8999999761581,1004.5,completed,,,2026-09-26T08:05:15.045Z,2026-09-26T08:05:15.555Z,2026-09-26T08:05:16.560Z,,1095,49003.7
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s2,2,4,17,17,17,16,16,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t4,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t4:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,5,11,1065.4725915612453,659.0539449074066,829.1007763493185,449.6467896734714,1063,656,50517,829,448,51007.799999952316,490.7999999523163,true,true,0,829,448,490.7999999523163,0,completed,,,2026-09-26T08:05:16.560Z,2026-09-26T08:05:17.050Z,2026-09-26T08:05:17.050Z,,377,50512.7
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s2,2,5,18,18,18,17,17,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t5,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t5:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,11,4,829.1007763493185,449.6467896734714,1108.7184686608584,596.4014755820297,829,448,51007.799999952316,1079,578,51533.299999952316,525.5,false,true,1,1096,587,762.3000000715256,236.80000007152557,completed,,,2026-09-26T08:05:17.050Z,2026-09-26T08:05:17.576Z,2026-09-26T08:05:17.813Z,,391,51009.7
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s2,2,6,19,19,19,18,18,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t6,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t6:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,4,10,1108.7184686608584,596.4014755820297,802.1052631578948,520.8281079122746,1096,587,51770.10000002384,791,520,52227.39999997616,457.2999999523163,true,true,0,791,520,457.2999999523163,0,completed,,,2026-09-26T08:05:17.813Z,2026-09-26T08:05:18.270Z,2026-09-26T08:05:18.270Z,,326,51767.2
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s2,2,7,20,20,20,19,19,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t7,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t7:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,10,3,802.1052631578948,520.8281079122746,1117.8947368421052,520.8281079122746,791,520,52227.39999997616,1113,515,52719.299999952316,491.89999997615814,true,true,0,1113,515,491.89999997615814,0,completed,,,2026-09-26T08:05:18.270Z,2026-09-26T08:05:18.762Z,2026-09-26T08:05:18.762Z,,262,52221.9
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s2,2,8,21,21,21,20,20,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t8,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t8:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,3,9,1117.8947368421052,520.8281079122746,811.2815313391415,596.4014755820298,1113,515,52719.299999952316,812,596,53185.10000002384,465.8000000715256,true,true,0,812,596,465.8000000715256,0,completed,,,2026-09-26T08:05:18.762Z,2026-09-26T08:05:19.228Z,2026-09-26T08:05:19.228Z,,335,52718.8
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s2,2,9,22,22,22,21,21,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t9,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t9:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,9,2,811.2815313391415,596.4014755820298,1090.8992236506815,449.64678967347123,812,596,53185.10000002384,1084,452,53646.299999952316,461.1999999284744,true,true,0,1084,452,461.1999999284744,0,completed,,,2026-09-26T08:05:19.228Z,2026-09-26T08:05:19.689Z,2026-09-26T08:05:19.689Z,,334,53185.6
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s2,2,10,23,23,23,22,22,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t10,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t10:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,2,8,1090.8992236506815,449.64678967347123,854.5274084387548,659.0539449074066,1084,452,53646.299999952316,862,666,54098.199999928474,451.89999997615814,true,true,0,862,666,451.89999997615814,0,completed,,,2026-09-26T08:05:19.689Z,2026-09-26T08:05:20.141Z,2026-09-26T08:05:20.141Z,,329,53646.1
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s2,2,11,24,24,24,23,23,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t11,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t11:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,8,1,854.5274084387548,659.0539449074066,1033.9162758275409,399.1643030462519,862,666,54098.199999928474,1037,393,54580.799999952316,482.60000002384186,true,true,0,1037,393,482.60000002384186,0,completed,,,2026-09-26T08:05:20.141Z,2026-09-26T08:05:20.623Z,2026-09-26T08:05:20.623Z,,344,54094.6
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s2,2,12,25,25,25,24,24,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t12,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t12:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,1,7,1033.9162758275409,399.1643030462519,921.9357851825296,694.4325902100671,1037,393,54580.799999952316,913,677,55033.299999952316,452.5,false,true,1,919,690,1163.2000000476837,710.7000000476837,completed,,,2026-09-26T08:05:20.623Z,2026-09-26T08:05:21.076Z,2026-09-26T08:05:21.787Z,,851,54579.4
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s2,2,13,26,26,26,25,25,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t13,6cafcd86-5c31-46a7-83e8-471788f2c459:s2:t13:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,7,0,921.9357851825296,694.4325902100671,960,380.9455773369974,919,690,55744,970,372,56242.10000002384,498.10000002384186,true,true,0,970,372,498.10000002384186,0,completed,,,2026-09-26T08:05:21.787Z,2026-09-26T08:05:22.285Z,2026-09-26T08:05:22.285Z,,355,55749.1
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s3,3,1,27,27,27,26,26,6cafcd86-5c31-46a7-83e8-471788f2c459:s3:t1,6cafcd86-5c31-46a7-83e8-471788f2c459:s3:t1:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,0,6,960,380.9455773369974,998.0642148174704,694.4325902100671,970,372,56242.10000002384,990,691,56785.699999928474,543.5999999046326,true,true,0,990,691,543.5999999046326,0,completed,,,2026-09-26T08:05:22.285Z,2026-09-26T08:05:22.828Z,2026-09-26T08:05:22.828Z,,302,56240
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s3,3,2,28,28,28,27,27,6cafcd86-5c31-46a7-83e8-471788f2c459:s3:t2,6cafcd86-5c31-46a7-83e8-471788f2c459:s3:t2:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,6,12,998.0642148174704,694.4325902100671,886.0837241724593,399.1643030462519,990,691,56785.699999928474,880,395,57336.5,550.8000000715256,true,true,0,880,395,550.8000000715256,0,completed,,,2026-09-26T08:05:22.828Z,2026-09-26T08:05:23.379Z,2026-09-26T08:05:23.379Z,,329,56785.5
